title,genres,director,cast,keywords,description,movieId,release_year
Chasing High School II,Comedy|Sci-Fi,Judd Apatow,"Steve Carell, Ryan Reynolds, Jim Carrey","slapstick, parody, high school, misunderstanding","In this haunting tale, a main protagonist uncovers a forbidden romance that threatens to change everything they know.",927,2000
Beyond the Symphony II,Sci-Fi|Romance,James Cameron,"Matt Damon, Zoe Saldana, Sigourney Weaver","cyborg, space travel, artificial intelligence, dystopia","In this dangerous tale, a main protagonist investigates a deadly conspiracy that threatens to change everything they know.",928,2021
How to Dreamer II,Comedy,Adam McKay,"Jonah Hill, Jim Carrey, Will Ferrell","high school, slapstick, satire, misunderstanding","In this unforgettable tale, a main protagonist discovers a secret agent that threatens to change everything they know.",929,1990
The Love Syndicate II,Crime|Sci-Fi,Independent Director,"Actor Alpha, Actor Beta","story, movie","In this futuristic tale, a main protagonist escapes from a hidden empire that threatens to change everything they know.",930,1989
Chronicles of Wilderness II,Adventure|Mystery|Drama,Steven Spielberg,"Elijah Wood, Sam Neill, Harrison Ford","survival, island, journey, wilderness","In this breathtaking tale, a main protagonist investigates a forbidden romance that threatens to change everything they know.",931,2006
The Love Syndicate II,Crime,Independent Director,"Actor Beta, Actor Alpha","movie, story","In this futuristic tale, a main protagonist uncovers a forbidden romance that threatens to change everything they know.",932,1998
Love in Haunting II,Romance,Rob Reiner,"Kate Winslet, Hugh Grant, Ryan Gosling","love story, relationship, destiny, forbidden love","In this haunting tale, a main protagonist discovers their deepest fears that threatens to change everything they know.",933,1995
The Artifact Equation II,Sci-Fi,James Cameron,"Sandra Bullock, Matthew McConaughey, Keanu Reeves","dystopia, time travel, space travel, alien","In this futuristic tale, a main protagonist discovers a mysterious artifact that threatens to change everything they know.",934,1990
The Artifact Equation II,Sci-Fi|Fantasy,Ridley Scott,"Mark Hamill, Matt Damon, Keanu Reeves","artificial intelligence, time travel, dystopia, simulation","In this breathtaking tale, a main protagonist discovers a hidden empire that threatens to change everything they know.",935,2022
The Cyborg Heist II,Action|Thriller|Horror,John Woo,"Hugh Jackman, Leonardo DiCaprio, Charlize Theron","car chase, martial arts, revenge, heist","In this unforgettable tale, a main protagonist navigates a post-apocalyptic wasteland that threatens to change everything they know.",936,1977
The Algorithm Syndicate II,Crime,Independent Director,"Actor Alpha, Actor Beta","movie, story","In this spectacular tale, a main protagonist confronts a secret agent that threatens to change everything they know.",937,1993
How to Galaxies II,Comedy|Drama|Romance,Edgar Wright,"Steve Carell, Jim Carrey, Seth Rogen","parody, coming of age, high school, buddy road trip","In this breathtaking tale, a main protagonist falls in love with a deadly conspiracy that threatens to change everything they know.",938,2005
Tales of Symphony II,Fantasy|Mystery,Guillermo del Toro,"Orlando Bloom, Ian McKellen, Emma Watson","dragons, alternate realm, elves, magic","In this gripping tale, a main protagonist discovers a post-apocalyptic wasteland that threatens to change everything they know.",939,1977
The Love Project II,Sci-Fi|Comedy,Ridley Scott,"Carrie Fisher, Keanu Reeves, Matt Damon","artificial intelligence, time travel, dystopia, simulation","In this futuristic tale, a main protagonist escapes from a deadly conspiracy that threatens to change everything they know.",940,1976
Love in Love II,Romance|Drama|Sci-Fi,Marc Webb,"Ethan Hawke, Rachel McAdams, Julia Roberts","forbidden love, love story, second chance, star-crossed lovers","In this unforgettable tale, a main protagonist escapes from a mysterious artifact that threatens to change everything they know.",941,1993
How to Paris II,Comedy|Fantasy|Thriller,Todd Phillips,"Will Ferrell, Seth Rogen, Steve Carell","coming of age, satire, parody, high school","In this futuristic tale, a main protagonist investigates a digital virtual world that threatens to change everything they know.",942,1995
Chronicles of Deep Sea II,Adventure,Ridley Scott,"Elijah Wood, Sam Neill, Daniel Radcliffe","quest, journey, survival, ancient","In this dangerous tale, a main protagonist confronts a forbidden romance that threatens to change everything they know.",943,2005
Galaxies Night II,Horror|Thriller|Drama,Ari Aster,"Jamie Lee Curtis, Toni Collette, Vera Farmiga","ghost, possession, zombie, survival horror","In this dangerous tale, a main protagonist investigates a forbidden romance that threatens to change everything they know.",944,2015
Secrets of the High School II,Mystery|Action|Horror,Christopher Nolan,"Leonardo DiCaprio, Christian Bale, Jake Gyllenhaal","puzzle, secret identity, detective, disappearance","In this futuristic tale, a main protagonist falls in love with a deadly conspiracy that threatens to change everything they know.",945,2011
Whispers of the Galaxies II,Thriller|Action,Denis Villeneuve,"Brad Pitt, Jake Gyllenhaal, Ben Affleck","hostage, corruption, kidnapping, conspiracy","In this spectacular tale, a main protagonist confronts a forbidden romance that threatens to change everything they know.",946,2005
The Wilderness Heist II,Action|Mystery|Comedy,James Cameron,"Robert Downey Jr., Scarlett Johansson, Keanu Reeves","rescue, revenge, car chase, heist","In this unforgettable tale, a main protagonist confronts a deadly conspiracy that threatens to change everything they know.",947,1986
Chronicles of Cyborg II,Adventure|Comedy,George Lucas,"Orlando Bloom, Johnny Depp, Daniel Radcliffe","exploration, quest, island, survival","In this futuristic tale, a main protagonist travels to a secret agent that threatens to change everything they know.",948,2008
Hearts in Cyborg II,Romance,Rob Reiner,"Ethan Hawke, Rachel McAdams, Ryan Gosling","relationship, star-crossed lovers, secret crush, destiny","In this futuristic tale, a main protagonist travels to a mysterious artifact that threatens to change everything they know.",949,1982
Curse of the Revenge II,Horror|Mystery,John Carpenter,"Ethan Hawke, Lupita Nyong'o, Florence Pugh","survival horror, ghost, zombie, haunted house","In this spectacular tale, a main protagonist falls in love with a mysterious artifact that threatens to change everything they know.",950,1993
Chasing Dreamer II,Comedy|Horror|Thriller,Adam McKay,"Seth Rogen, Jonah Hill, Ben Stiller","high school, satire, parody, slapstick","In this mysterious tale, a main protagonist travels to a post-apocalyptic wasteland that threatens to change everything they know.",951,1989
The Symphony Heist II,Action|Sci-Fi,John Woo,"Hugh Jackman, Keanu Reeves, Robert Downey Jr.","explosion, rescue, martial arts, car chase","In this mysterious tale, a main protagonist confronts a forbidden romance that threatens to change everything they know.",952,1991
Return of the Cyborg,Fantasy|Mystery|Drama,Guillermo del Toro,"Daniel Radcliffe, Emma Watson, Viggo Mortensen","prophecy, alternate realm, dark lord, elves","In this breathtaking tale, a main protagonist uncovers a forbidden romance that threatens to change everything they know.",953,2010
Revenge Night II,Horror,Wes Craven,"Vera Farmiga, Ethan Hawke, Toni Collette","survival horror, ghost, zombie, possession","In this mysterious tale, a main protagonist escapes from a secret agent that threatens to change everything they know.",954,1997
The Cyborg Heist II,Action,Michael Bay,"Charlize Theron, Leonardo DiCaprio, Robert Downey Jr.","explosion, revenge, fight, heist","In this mysterious tale, a main protagonist uncovers a post-apocalyptic wasteland that threatens to change everything they know.",955,1990
The AI Equation II,Sci-Fi|Horror|Action,Christopher Nolan,"Mark Hamill, Sandra Bullock, Sigourney Weaver","dystopia, simulation, space travel, future","In this breathtaking tale, a main protagonist battles a post-apocalyptic wasteland that threatens to change everything they know.",956,1979
The Love Heist II,Action|Thriller|Drama,Christopher Nolan,"Leonardo DiCaprio, Hugh Jackman, Tom Cruise","fight, revenge, martial arts, superhero","In this unforgettable tale, a main protagonist travels to a deadly conspiracy that threatens to change everything they know.",957,2017
Secrets of the Dreamer II,Mystery,David Fincher,"Robert Downey Jr., Leonardo DiCaprio, Christian Bale","conspiracy, secret identity, twist ending, puzzle","In this breathtaking tale, a main protagonist discovers a mysterious artifact that threatens to change everything they know.",958,2019
Hearts in Dreamer II,Romance|Mystery|Sci-Fi,Rob Reiner,"Ethan Hawke, Julia Roberts, Ryan Gosling","star-crossed lovers, love story, relationship, destiny","In this dangerous tale, a main protagonist escapes from their deepest fears that threatens to change everything they know.",959,2014
The Pharaoh Heist II,Action|Sci-Fi,James Cameron,"Robert Downey Jr., Christian Bale, Leonardo DiCaprio","fight, heist, revenge, martial arts","In this breathtaking tale, a main protagonist uncovers a forbidden romance that threatens to change everything they know.",960,2010
Whispers of the Love II,Thriller|Romance,Alfred Hitchcock,"Brad Pitt, Jake Gyllenhaal, Christian Bale","psychological, hostage, serial killer, ticking clock","In this breathtaking tale, a main protagonist battles a deadly conspiracy that threatens to change everything they know.",961,2018
Chasing Love II,Comedy,Edgar Wright,"Emma Stone, Steve Carell, Jonah Hill","parody, buddy road trip, coming of age, high school","In this mysterious tale, a main protagonist investigates a forbidden romance that threatens to change everything they know.",962,1977
Beyond the Algorithm II,Sci-Fi,Christopher Nolan,"Mark Hamill, Matt Damon, Zoe Saldana","space travel, simulation, artificial intelligence, cyborg","In this mysterious tale, a main protagonist falls in love with a post-apocalyptic wasteland that threatens to change everything they know.",963,1978
Diary of a Cyborg,Drama,Francis Ford Coppola,"Matthew McConaughey, Meryl Streep, Al Pacino","ambition, historical events, betrayal, friendship","In this breathtaking tale, a main protagonist investigates a mysterious artifact that threatens to change everything they know.",964,1987
Curse of the Deep Sea II,Horror,James Wan,"Patrick Wilson, Toni Collette, Lupita Nyong'o","survival horror, ghost, zombie, possession","In this spectacular tale, a main protagonist battles a post-apocalyptic wasteland that threatens to change everything they know.",965,2014
Curse of the Artifact II,Horror|Mystery,Ari Aster,"Jamie Lee Curtis, Florence Pugh, Ethan Hawke","survival horror, monster, zombie, curse","In this breathtaking tale, a main protagonist discovers a mysterious artifact that threatens to change everything they know.",966,1985
